時間,設備,值
2024-11-02 19:58:46,SA-59/TEMPERATURE,30.79
2024-11-02 19:58:50,SA-59/TEMPERATURE,30.32
2024-11-02 19:58:52,SA-59/TEMPERATURE,30.79
2024-11-02 19:58:54,SA-59/TEMPERATURE,30.32
2024-11-02 19:58:58,SA-59/TEMPERATURE,30.79
2024-11-02 19:59:00,SA-59/TEMPERATURE,30.32
2024-11-02 19:59:08,SA-59/TEMPERATURE,30.79
2024-11-02 19:59:10,SA-59/TEMPERATURE,30.32
2024-11-02 19:59:26,SA-59/TEMPERATURE,30.79
2024-11-02 19:59:28,SA-59/TEMPERATURE,30.32
2024-11-02 19:59:30,SA-59/TEMPERATURE,30.79
2024-11-02 19:59:34,SA-59/TEMPERATURE,30.32
2024-11-02 19:59:40,SA-59/TEMPERATURE,30.79
2024-11-02 19:59:48,SA-59/TEMPERATURE,30.32
2024-11-02 19:59:52,SA-59/TEMPERATURE,30.79
2024-11-02 19:59:54,SA-59/TEMPERATURE,30.32
2024-11-02 19:59:58,SA-59/TEMPERATURE,30.79
2024-11-02 20:00:00,SA-59/TEMPERATURE,30.32
2024-11-02 20:00:14,SA-59/TEMPERATURE,30.79
2024-11-02 20:00:18,SA-59/TEMPERATURE,30.32
2024-11-02 20:00:20,SA-59/TEMPERATURE,30.79
2024-11-02 20:00:26,SA-59/TEMPERATURE,30.32
2024-11-02 20:00:32,SA-59/TEMPERATURE,30.79
2024-11-02 20:00:34,SA-59/TEMPERATURE,30.32
2024-11-02 20:00:58,SA-59/TEMPERATURE,30.79
2024-11-02 20:01:00,SA-59/TEMPERATURE,30.32
2024-11-02 20:01:02,SA-59/TEMPERATURE,30.79
2024-11-02 20:01:06,SA-59/TEMPERATURE,30.32
2024-11-02 20:01:08,SA-59/TEMPERATURE,30.79
2024-11-02 20:01:18,SA-59/TEMPERATURE,30.32
2024-11-02 20:01:28,SA-59/TEMPERATURE,30.79
2024-11-02 20:01:30,SA-59/TEMPERATURE,30.32
2024-11-02 20:01:32,SA-59/TEMPERATURE,30.79
2024-11-02 20:01:36,SA-59/TEMPERATURE,30.32
2024-11-02 20:02:00,SA-59/TEMPERATURE,30.79
2024-11-02 20:02:02,SA-59/TEMPERATURE,30.32
2024-11-02 20:02:08,SA-59/TEMPERATURE,30.79
2024-11-02 20:02:10,SA-59/TEMPERATURE,30.32
2024-11-02 20:02:14,SA-59/TEMPERATURE,30.79
2024-11-02 20:02:16,SA-59/TEMPERATURE,30.32
2024-11-02 20:02:24,SA-59/TEMPERATURE,30.79
2024-11-02 20:02:28,SA-59/TEMPERATURE,30.32
2024-11-02 20:02:34,SA-59/TEMPERATURE,30.79
2024-11-02 20:02:36,SA-59/TEMPERATURE,30.32
2024-11-02 20:02:38,SA-59/TEMPERATURE,30.79
2024-11-02 20:02:40,SA-59/TEMPERATURE,30.32
2024-11-02 20:02:54,SA-59/TEMPERATURE,30.79
2024-11-02 20:02:58,SA-59/TEMPERATURE,30.32
2024-11-02 20:03:00,SA-59/TEMPERATURE,30.79
2024-11-02 20:03:02,SA-59/TEMPERATURE,30.32
2024-11-02 20:03:04,SA-59/TEMPERATURE,30.79
2024-11-02 20:03:10,SA-59/TEMPERATURE,30.32
2024-11-02 20:03:12,SA-59/TEMPERATURE,30.79
2024-11-02 20:03:14,SA-59/TEMPERATURE,30.32
2024-11-02 20:03:16,SA-59/TEMPERATURE,30.79
