時間,設備,值
2024-10-30 20:48:11,SA-59/TEMPERATURE,30.32
2024-10-30 20:48:17,SA-59/TEMPERATURE,30.79
2024-10-30 20:48:19,SA-59/TEMPERATURE,30.32
2024-10-30 20:48:25,SA-59/TEMPERATURE,30.79
2024-10-30 20:48:27,SA-59/TEMPERATURE,30.32
2024-10-30 20:48:29,SA-59/TEMPERATURE,30.79
2024-10-30 20:48:31,SA-59/TEMPERATURE,30.32
2024-10-30 20:48:35,SA-59/TEMPERATURE,30.79
2024-10-30 20:48:37,SA-59/TEMPERATURE,30.32
2024-10-30 20:48:43,SA-59/TEMPERATURE,30.79
2024-10-30 20:48:45,SA-59/TEMPERATURE,30.32
2024-10-30 20:48:49,SA-59/TEMPERATURE,30.79
2024-10-30 20:48:51,SA-59/TEMPERATURE,30.32
2024-10-30 20:48:53,SA-59/TEMPERATURE,30.79
2024-10-30 20:48:55,SA-59/TEMPERATURE,30.32
2024-10-30 20:49:01,SA-59/TEMPERATURE,30.79
2024-10-30 20:49:03,SA-59/TEMPERATURE,30.32
2024-10-30 20:49:15,SA-59/TEMPERATURE,30.79
2024-10-30 20:49:17,SA-59/TEMPERATURE,30.32
2024-10-30 20:49:21,SA-59/TEMPERATURE,30.79
2024-10-30 20:49:29,SA-59/TEMPERATURE,30.32
2024-10-30 20:49:39,SA-59/TEMPERATURE,30.79
2024-10-30 20:49:43,SA-59/TEMPERATURE,30.32
2024-10-30 20:49:49,SA-59/TEMPERATURE,30.79
2024-10-30 20:49:51,SA-59/TEMPERATURE,30.32
2024-10-30 20:50:19,SA-59/TEMPERATURE,30.79
2024-10-30 20:50:21,SA-59/TEMPERATURE,30.32
2024-10-30 20:50:29,SA-59/TEMPERATURE,30.79
2024-10-30 20:50:31,SA-59/TEMPERATURE,30.32
2024-10-30 20:50:43,SA-59/TEMPERATURE,30.79
2024-10-30 20:50:45,SA-59/TEMPERATURE,30.32
2024-10-30 20:50:47,SA-59/TEMPERATURE,30.79
2024-10-30 20:50:49,SA-59/TEMPERATURE,30.32
2024-10-30 20:50:51,SA-59/TEMPERATURE,30.79
2024-10-30 20:50:53,SA-59/TEMPERATURE,30.32
2024-10-30 20:50:57,SA-59/TEMPERATURE,30.79
2024-10-30 20:50:59,SA-59/TEMPERATURE,30.32
2024-10-30 20:51:03,SA-59/TEMPERATURE,30.79
2024-10-30 20:51:05,SA-59/TEMPERATURE,30.32
2024-10-30 20:51:27,SA-59/TEMPERATURE,30.79
2024-10-30 20:51:29,SA-59/TEMPERATURE,30.32
2024-10-30 20:51:41,SA-59/TEMPERATURE,30.79
2024-10-30 20:51:43,SA-59/TEMPERATURE,30.32
2024-10-30 20:51:45,SA-59/TEMPERATURE,30.79
2024-10-30 20:51:47,SA-59/TEMPERATURE,30.32
2024-10-30 20:51:51,SA-59/TEMPERATURE,30.79
2024-10-30 20:51:53,SA-59/TEMPERATURE,30.32
2024-10-30 20:52:05,SA-59/TEMPERATURE,30.79
2024-10-30 20:52:07,SA-59/TEMPERATURE,30.32
2024-10-30 20:52:09,SA-59/TEMPERATURE,30.79
2024-10-30 20:52:11,SA-59/TEMPERATURE,30.32
2024-10-30 20:52:21,SA-59/TEMPERATURE,30.79
2024-10-30 20:52:23,SA-59/TEMPERATURE,30.32
2024-10-30 20:52:25,SA-59/TEMPERATURE,30.79
2024-10-30 20:52:27,SA-59/TEMPERATURE,30.32
2024-10-30 20:52:31,SA-59/TEMPERATURE,30.79
2024-10-30 20:52:33,SA-59/TEMPERATURE,30.32
2024-10-30 20:52:39,SA-59/TEMPERATURE,30.79
2024-10-30 20:52:45,SA-59/TEMPERATURE,30.32
2024-10-30 20:52:57,SA-59/TEMPERATURE,30.79
2024-10-30 20:52:59,SA-59/TEMPERATURE,30.32
2024-10-30 20:53:05,SA-59/TEMPERATURE,30.79
2024-10-30 20:53:11,SA-59/TEMPERATURE,30.32
2024-10-30 20:53:13,SA-59/TEMPERATURE,30.79
2024-10-30 20:53:15,SA-59/TEMPERATURE,30.32
2024-10-30 20:53:17,SA-59/TEMPERATURE,30.79
2024-10-30 20:53:19,SA-59/TEMPERATURE,30.32
2024-10-30 20:53:23,SA-59/TEMPERATURE,30.79
2024-10-30 20:53:31,SA-59/TEMPERATURE,30.32
2024-10-30 20:53:37,SA-59/TEMPERATURE,30.79
2024-10-30 20:53:43,SA-59/TEMPERATURE,30.32
2024-10-30 20:53:47,SA-59/TEMPERATURE,30.79
2024-10-30 20:53:53,SA-59/TEMPERATURE,30.32
2024-10-30 20:53:57,SA-59/TEMPERATURE,30.79
2024-10-30 20:53:59,SA-59/TEMPERATURE,30.32
2024-10-30 20:54:05,SA-59/TEMPERATURE,30.79
2024-10-30 20:54:07,SA-59/TEMPERATURE,30.32
2024-10-30 20:54:15,SA-59/TEMPERATURE,30.79
2024-10-30 20:54:17,SA-59/TEMPERATURE,30.32
2024-10-30 20:54:23,SA-59/TEMPERATURE,30.79
2024-10-30 20:54:25,SA-59/TEMPERATURE,30.32
2024-10-30 20:54:27,SA-59/TEMPERATURE,30.79
2024-10-30 20:54:29,SA-59/TEMPERATURE,30.32
2024-10-30 20:54:37,SA-59/TEMPERATURE,30.79
2024-10-30 20:54:39,SA-59/TEMPERATURE,30.32
2024-10-30 20:54:47,SA-59/TEMPERATURE,30.79
2024-10-30 20:54:49,SA-59/TEMPERATURE,30.32
2024-10-30 20:54:57,SA-59/TEMPERATURE,30.79
2024-10-30 20:54:59,SA-59/TEMPERATURE,30.32
2024-10-30 20:55:11,SA-59/TEMPERATURE,30.79
2024-10-30 20:55:13,SA-59/TEMPERATURE,30.32
2024-10-30 20:55:19,SA-59/TEMPERATURE,30.79
2024-10-30 20:55:21,SA-59/TEMPERATURE,30.32
2024-10-30 20:55:25,SA-59/TEMPERATURE,30.79
2024-10-30 20:55:27,SA-59/TEMPERATURE,30.32
2024-10-30 20:55:33,SA-59/TEMPERATURE,30.79
2024-10-30 20:55:35,SA-59/TEMPERATURE,30.32
2024-10-30 20:55:53,SA-59/TEMPERATURE,30.79
2024-10-30 20:55:57,SA-59/TEMPERATURE,30.32
2024-10-30 20:56:01,SA-59/TEMPERATURE,30.79
2024-10-30 20:56:03,SA-59/TEMPERATURE,30.32
2024-10-30 20:56:05,SA-59/TEMPERATURE,30.79
2024-10-30 20:56:11,SA-59/TEMPERATURE,30.32
2024-10-30 20:56:15,SA-59/TEMPERATURE,30.79
2024-10-30 20:56:17,SA-59/TEMPERATURE,30.32
2024-10-30 20:56:31,SA-59/TEMPERATURE,30.79
2024-10-30 20:56:33,SA-59/TEMPERATURE,30.32
2024-10-30 20:56:37,SA-59/TEMPERATURE,30.79
2024-10-30 20:56:41,SA-59/TEMPERATURE,30.32
2024-10-30 20:56:45,SA-59/TEMPERATURE,30.79
2024-10-30 20:56:49,SA-59/TEMPERATURE,30.32
2024-10-30 20:56:51,SA-59/TEMPERATURE,30.79
2024-10-30 20:56:55,SA-59/TEMPERATURE,30.32
2024-10-30 20:56:57,SA-59/TEMPERATURE,30.79
2024-10-30 20:56:59,SA-59/TEMPERATURE,30.32
2024-10-30 20:57:03,SA-59/TEMPERATURE,30.79
2024-10-30 20:57:05,SA-59/TEMPERATURE,30.32
2024-10-30 20:57:13,SA-59/TEMPERATURE,30.79
2024-10-30 20:57:19,SA-59/TEMPERATURE,30.32
2024-10-30 20:58:07,SA-59/TEMPERATURE,30.79
2024-10-30 20:58:09,SA-59/TEMPERATURE,30.32
2024-10-30 20:58:11,SA-59/TEMPERATURE,30.79
2024-10-30 20:58:13,SA-59/TEMPERATURE,30.32
2024-10-30 20:58:17,SA-59/TEMPERATURE,30.79
2024-10-30 20:58:19,SA-59/TEMPERATURE,30.32
2024-10-30 20:58:37,SA-59/TEMPERATURE,30.79
2024-10-30 20:58:39,SA-59/TEMPERATURE,30.32
2024-10-30 20:58:41,SA-59/TEMPERATURE,29.85
2024-10-30 20:58:43,SA-59/TEMPERATURE,30.32
2024-10-30 20:58:49,SA-59/TEMPERATURE,30.79
2024-10-30 20:58:51,SA-59/TEMPERATURE,30.32
2024-10-30 20:59:25,SA-59/TEMPERATURE,30.79
2024-10-30 20:59:27,SA-59/TEMPERATURE,30.32
2024-10-30 20:59:51,SA-59/TEMPERATURE,30.79
2024-10-30 20:59:53,SA-59/TEMPERATURE,30.32
2024-10-30 21:00:53,SA-59/TEMPERATURE,30.79
2024-10-30 21:00:55,SA-59/TEMPERATURE,30.32
2024-10-30 21:01:23,SA-59/TEMPERATURE,30.79
2024-10-30 21:01:27,SA-59/TEMPERATURE,30.32
2024-10-30 21:01:47,SA-59/TEMPERATURE,30.79
2024-10-30 21:01:49,SA-59/TEMPERATURE,30.32
2024-10-30 21:02:23,SA-59/TEMPERATURE,30.79
2024-10-30 21:02:25,SA-59/TEMPERATURE,30.32
2024-10-30 21:02:55,SA-59/TEMPERATURE,30.79
2024-10-30 21:02:57,SA-59/TEMPERATURE,30.32
2024-10-30 21:03:13,SA-59/TEMPERATURE,30.79
2024-10-30 21:03:19,SA-59/TEMPERATURE,30.32
2024-10-30 21:03:21,SA-59/TEMPERATURE,30.79
2024-10-30 21:03:23,SA-59/TEMPERATURE,30.32
2024-10-30 21:03:37,SA-59/TEMPERATURE,30.79
2024-10-30 21:03:41,SA-59/TEMPERATURE,30.32
2024-10-30 21:03:47,SA-59/TEMPERATURE,30.79
2024-10-30 21:03:49,SA-59/TEMPERATURE,30.32
2024-10-30 21:03:53,SA-59/TEMPERATURE,30.79
2024-10-30 21:03:55,SA-59/TEMPERATURE,30.32
2024-10-30 21:03:59,SA-59/TEMPERATURE,30.79
2024-10-30 21:04:01,SA-59/TEMPERATURE,30.32
2024-10-30 21:04:05,SA-59/TEMPERATURE,30.79
2024-10-30 21:04:07,SA-59/TEMPERATURE,30.32
2024-10-30 21:04:15,SA-59/TEMPERATURE,30.79
2024-10-30 21:04:17,SA-59/TEMPERATURE,30.32
2024-10-30 21:04:20,SA-59/TEMPERATURE,30.79
2024-10-30 21:04:21,SA-59/TEMPERATURE,30.32
2024-10-30 21:04:33,SA-59/TEMPERATURE,30.79
2024-10-30 21:04:35,SA-59/TEMPERATURE,30.32
2024-10-30 21:04:39,SA-59/TEMPERATURE,30.79
2024-10-30 21:04:43,SA-59/TEMPERATURE,30.32
2024-10-30 21:04:55,SA-59/TEMPERATURE,30.79
2024-10-30 21:04:57,SA-59/TEMPERATURE,30.32
2024-10-30 21:05:07,SA-59/TEMPERATURE,30.79
2024-10-30 21:05:11,SA-59/TEMPERATURE,30.32
2024-10-30 21:05:57,SA-59/TEMPERATURE,30.79
2024-10-30 21:05:59,SA-59/TEMPERATURE,30.32
2024-10-30 21:06:05,SA-59/TEMPERATURE,30.79
2024-10-30 21:06:07,SA-59/TEMPERATURE,30.32
2024-10-30 21:06:15,SA-59/TEMPERATURE,30.79
2024-10-30 21:06:19,SA-59/TEMPERATURE,30.32
2024-10-30 21:06:25,SA-59/TEMPERATURE,30.79
2024-10-30 21:06:27,SA-59/TEMPERATURE,30.32
2024-10-30 21:06:29,SA-59/TEMPERATURE,30.79
2024-10-30 21:06:31,SA-59/TEMPERATURE,30.32
2024-10-30 21:06:35,SA-59/TEMPERATURE,30.79
2024-10-30 21:06:39,SA-59/TEMPERATURE,30.32
2024-10-30 21:06:55,SA-59/TEMPERATURE,30.79
2024-10-30 21:06:57,SA-59/TEMPERATURE,30.32
2024-10-30 21:07:01,SA-59/TEMPERATURE,30.79
2024-10-30 21:07:03,SA-59/TEMPERATURE,30.32
2024-10-30 21:07:05,SA-59/TEMPERATURE,30.79
2024-10-30 21:07:07,SA-59/TEMPERATURE,30.32
2024-10-30 21:07:23,SA-59/TEMPERATURE,30.79
2024-10-30 21:07:25,SA-59/TEMPERATURE,30.32
2024-10-30 21:07:37,SA-59/TEMPERATURE,30.79
2024-10-30 21:07:39,SA-59/TEMPERATURE,30.32
2024-10-30 21:07:53,SA-59/TEMPERATURE,30.79
2024-10-30 21:07:55,SA-59/TEMPERATURE,30.32
2024-10-30 21:08:29,SA-59/TEMPERATURE,30.79
2024-10-30 21:08:31,SA-59/TEMPERATURE,30.32
2024-10-30 21:09:07,SA-59/TEMPERATURE,30.79
2024-10-30 21:09:09,SA-59/TEMPERATURE,30.32
2024-10-30 21:10:03,SA-59/TEMPERATURE,30.79
2024-10-30 21:10:05,SA-59/TEMPERATURE,30.32
2024-10-30 21:11:27,SA-59/TEMPERATURE,30.79
2024-10-30 21:11:29,SA-59/TEMPERATURE,30.32
2024-10-30 21:11:59,SA-59/TEMPERATURE,29.85
2024-10-30 21:12:03,SA-59/TEMPERATURE,30.32
2024-10-30 21:12:07,SA-59/TEMPERATURE,29.85
2024-10-30 21:12:09,SA-59/TEMPERATURE,30.32
2024-10-30 21:15:57,SA-59/TEMPERATURE,30.79
2024-10-30 21:15:59,SA-59/TEMPERATURE,30.32
2024-10-30 21:16:13,SA-59/TEMPERATURE,30.79
2024-10-30 21:16:15,SA-59/TEMPERATURE,30.32
2024-10-30 21:16:29,SA-59/TEMPERATURE,30.79
2024-10-30 21:16:31,SA-59/TEMPERATURE,30.32
2024-10-30 21:16:35,SA-59/TEMPERATURE,30.79
2024-10-30 21:16:37,SA-59/TEMPERATURE,30.32
2024-10-30 21:17:05,SA-59/TEMPERATURE,30.79
2024-10-30 21:17:07,SA-59/TEMPERATURE,30.32
2024-10-30 21:17:17,SA-59/LED_LEVEL,2
2024-10-30 21:17:19,SA-59/LED_LEVEL,10
2024-10-30 21:17:21,SA-59/TEMPERATURE,30.79
2024-10-30 21:17:23,SA-59/TEMPERATURE,30.32
2024-10-30 21:17:23,SA-59/LED_LEVEL,6
2024-10-30 21:17:35,SA-59/TEMPERATURE,30.79
2024-10-30 21:17:37,SA-59/TEMPERATURE,30.32
2024-10-30 21:17:41,SA-59/TEMPERATURE,30.79
2024-10-30 21:17:43,SA-59/TEMPERATURE,30.32
2024-10-30 21:17:49,SA-59/TEMPERATURE,30.79
2024-10-30 21:17:55,SA-59/TEMPERATURE,30.32
2024-10-30 21:17:59,SA-59/TEMPERATURE,30.79
2024-10-30 21:18:01,SA-59/TEMPERATURE,30.32
2024-10-30 21:18:47,SA-59/TEMPERATURE,30.79
2024-10-30 21:18:49,SA-59/TEMPERATURE,30.32
2024-10-30 21:19:01,SA-59/TEMPERATURE,30.79
2024-10-30 21:19:03,SA-59/TEMPERATURE,30.32
2024-10-30 21:19:19,SA-59/TEMPERATURE,30.79
2024-10-30 21:19:21,SA-59/TEMPERATURE,30.32
2024-10-30 21:19:23,SA-59/TEMPERATURE,30.79
2024-10-30 21:19:25,SA-59/TEMPERATURE,30.32
2024-10-30 21:19:37,SA-59/TEMPERATURE,30.79
2024-10-30 21:19:39,SA-59/TEMPERATURE,30.32
2024-10-30 21:19:49,SA-59/TEMPERATURE,30.79
2024-10-30 21:19:51,SA-59/TEMPERATURE,30.32
2024-10-30 21:19:57,SA-59/TEMPERATURE,30.79
2024-10-30 21:19:59,SA-59/TEMPERATURE,30.32
2024-10-30 21:20:01,SA-59/TEMPERATURE,30.79
2024-10-30 21:20:03,SA-59/TEMPERATURE,30.32
2024-10-30 21:20:07,SA-59/TEMPERATURE,30.79
2024-10-30 21:20:09,SA-59/TEMPERATURE,30.32
2024-10-30 21:20:31,SA-59/TEMPERATURE,30.79
2024-10-30 21:20:33,SA-59/TEMPERATURE,30.32
2024-10-30 21:20:45,SA-59/TEMPERATURE,30.79
2024-10-30 21:20:47,SA-59/TEMPERATURE,30.32
2024-10-30 21:20:53,SA-59/TEMPERATURE,30.79
2024-10-30 21:20:55,SA-59/TEMPERATURE,30.32
2024-10-30 21:21:35,SA-59/TEMPERATURE,30.79
2024-10-30 21:21:37,SA-59/TEMPERATURE,30.32
2024-10-30 21:21:43,SA-59/TEMPERATURE,30.79
2024-10-30 21:21:43,SA-59/TEMPERATURE,30.32
2024-10-30 21:22:09,SA-59/TEMPERATURE,30.79
2024-10-30 21:22:11,SA-59/TEMPERATURE,30.32
2024-10-30 21:22:17,SA-59/TEMPERATURE,30.79
2024-10-30 21:22:20,SA-59/TEMPERATURE,30.32
2024-10-30 21:22:21,SA-59/TEMPERATURE,30.79
2024-10-30 21:22:24,SA-59/TEMPERATURE,30.32
2024-10-30 21:22:25,SA-59/TEMPERATURE,30.79
2024-10-30 21:22:29,SA-59/TEMPERATURE,30.32
2024-10-30 21:22:31,SA-59/TEMPERATURE,30.79
2024-10-30 21:22:33,SA-59/TEMPERATURE,30.32
2024-10-30 21:22:37,SA-59/TEMPERATURE,30.79
2024-10-30 21:22:41,SA-59/TEMPERATURE,30.32
2024-10-30 21:22:43,SA-59/TEMPERATURE,30.79
2024-10-30 21:22:45,SA-59/TEMPERATURE,30.32
2024-10-30 21:22:57,SA-59/TEMPERATURE,30.79
2024-10-30 21:22:59,SA-59/TEMPERATURE,30.32
2024-10-30 21:23:05,SA-59/TEMPERATURE,30.79
2024-10-30 21:23:13,SA-59/TEMPERATURE,30.32
2024-10-30 21:23:15,SA-59/TEMPERATURE,30.79
2024-10-30 21:23:17,SA-59/TEMPERATURE,30.32
2024-10-30 21:23:37,SA-59/TEMPERATURE,30.79
2024-10-30 21:23:39,SA-59/TEMPERATURE,30.32
2024-10-30 21:23:43,SA-59/TEMPERATURE,30.79
2024-10-30 21:23:47,SA-59/TEMPERATURE,30.32
2024-10-30 21:23:53,SA-59/TEMPERATURE,30.79
2024-10-30 21:23:55,SA-59/TEMPERATURE,30.32
2024-10-30 21:23:57,SA-59/TEMPERATURE,30.79
2024-10-30 21:24:01,SA-59/TEMPERATURE,30.32
2024-10-30 21:24:09,SA-59/TEMPERATURE,30.79
2024-10-30 21:24:11,SA-59/TEMPERATURE,30.32
2024-10-30 21:24:15,SA-59/TEMPERATURE,30.79
2024-10-30 21:24:17,SA-59/TEMPERATURE,30.32
2024-10-30 21:24:19,SA-59/TEMPERATURE,30.79
2024-10-30 21:24:21,SA-59/TEMPERATURE,30.32
2024-10-30 21:24:23,SA-59/TEMPERATURE,30.79
2024-10-30 21:24:25,SA-59/TEMPERATURE,30.32
2024-10-30 21:24:47,SA-59/TEMPERATURE,30.79
2024-10-30 21:24:49,SA-59/TEMPERATURE,30.32
2024-10-30 21:25:15,SA-59/TEMPERATURE,30.79
2024-10-30 21:25:17,SA-59/TEMPERATURE,30.32
2024-10-30 21:25:25,SA-59/TEMPERATURE,30.79
2024-10-30 21:25:27,SA-59/TEMPERATURE,30.32
2024-10-30 21:25:41,SA-59/TEMPERATURE,30.79
2024-10-30 21:25:43,SA-59/TEMPERATURE,30.32
2024-10-30 21:25:49,SA-59/TEMPERATURE,30.79
2024-10-30 21:25:51,SA-59/TEMPERATURE,30.32
2024-10-30 21:26:09,SA-59/TEMPERATURE,30.79
2024-10-30 21:26:11,SA-59/TEMPERATURE,30.32
2024-10-30 21:26:25,SA-59/TEMPERATURE,30.79
2024-10-30 21:26:27,SA-59/TEMPERATURE,30.32
2024-10-30 21:26:53,SA-59/TEMPERATURE,30.79
2024-10-30 21:26:55,SA-59/TEMPERATURE,30.32
2024-10-30 21:27:13,SA-59/TEMPERATURE,30.79
2024-10-30 21:27:15,SA-59/TEMPERATURE,30.32
2024-10-30 21:27:19,SA-59/TEMPERATURE,30.79
2024-10-30 21:27:21,SA-59/TEMPERATURE,30.32
2024-10-30 21:27:27,SA-59/TEMPERATURE,30.79
2024-10-30 21:27:31,SA-59/TEMPERATURE,30.32
2024-10-30 21:27:33,SA-59/TEMPERATURE,30.79
2024-10-30 21:27:35,SA-59/TEMPERATURE,30.32
2024-10-30 21:27:41,SA-59/TEMPERATURE,30.79
2024-10-30 21:27:43,SA-59/TEMPERATURE,30.32
2024-10-30 21:27:47,SA-59/TEMPERATURE,30.79
2024-10-30 21:27:49,SA-59/TEMPERATURE,30.32
2024-10-30 21:27:51,SA-59/TEMPERATURE,30.79
2024-10-30 21:27:53,SA-59/TEMPERATURE,30.32
2024-10-30 21:27:59,SA-59/TEMPERATURE,30.79
2024-10-30 21:28:01,SA-59/TEMPERATURE,30.32
2024-10-30 21:28:03,SA-59/TEMPERATURE,30.79
2024-10-30 21:28:09,SA-59/TEMPERATURE,30.32
2024-10-30 21:28:17,SA-59/TEMPERATURE,30.79
2024-10-30 21:28:19,SA-59/TEMPERATURE,30.32
2024-10-30 21:28:25,SA-59/TEMPERATURE,30.79
2024-10-30 21:28:27,SA-59/TEMPERATURE,30.32
2024-10-30 21:28:33,SA-59/TEMPERATURE,30.79
2024-10-30 21:28:37,SA-59/TEMPERATURE,30.32
2024-10-30 21:28:39,SA-59/TEMPERATURE,30.79
2024-10-30 21:28:41,SA-59/TEMPERATURE,30.32
2024-10-30 21:28:47,SA-59/TEMPERATURE,30.79
2024-10-30 21:28:49,SA-59/TEMPERATURE,30.32
2024-10-30 21:28:51,SA-59/TEMPERATURE,30.79
2024-10-30 21:28:55,SA-59/TEMPERATURE,30.32
2024-10-30 21:29:07,SA-59/TEMPERATURE,30.79
2024-10-30 21:29:11,SA-59/TEMPERATURE,30.32
2024-10-30 21:29:13,SA-59/TEMPERATURE,30.79
2024-10-30 21:29:17,SA-59/TEMPERATURE,30.32
2024-10-30 21:29:19,SA-59/TEMPERATURE,30.79
2024-10-30 21:29:21,SA-59/TEMPERATURE,30.32
2024-10-30 21:29:23,SA-59/TEMPERATURE,30.79
2024-10-30 21:29:25,SA-59/TEMPERATURE,30.32
2024-10-30 21:29:31,SA-59/TEMPERATURE,30.79
2024-10-30 21:29:33,SA-59/TEMPERATURE,30.32
2024-10-30 21:29:35,SA-59/TEMPERATURE,30.79
2024-10-30 21:29:39,SA-59/TEMPERATURE,30.32
2024-10-30 21:29:47,SA-59/TEMPERATURE,30.79
2024-10-30 21:29:51,SA-59/TEMPERATURE,30.32
2024-10-30 21:29:53,SA-59/TEMPERATURE,30.79
2024-10-30 21:29:55,SA-59/TEMPERATURE,30.32
2024-10-30 21:29:57,SA-59/TEMPERATURE,30.79
2024-10-30 21:29:59,SA-59/TEMPERATURE,30.32
2024-10-30 21:30:01,SA-59/TEMPERATURE,30.79
2024-10-30 21:30:03,SA-59/TEMPERATURE,30.32
2024-10-30 21:30:07,SA-59/TEMPERATURE,30.79
2024-10-30 21:30:09,SA-59/TEMPERATURE,30.32
2024-10-30 21:30:11,SA-59/TEMPERATURE,30.79
2024-10-30 21:30:13,SA-59/TEMPERATURE,30.32
2024-10-30 21:30:17,SA-59/TEMPERATURE,30.79
2024-10-30 21:30:21,SA-59/TEMPERATURE,30.32
2024-10-30 21:30:25,SA-59/TEMPERATURE,30.79
2024-10-30 21:30:27,SA-59/TEMPERATURE,30.32
2024-10-30 21:30:31,SA-59/TEMPERATURE,30.79
2024-10-30 21:30:33,SA-59/TEMPERATURE,30.32
2024-10-30 21:30:41,SA-59/TEMPERATURE,30.79
2024-10-30 21:30:43,SA-59/TEMPERATURE,30.32
2024-10-30 21:30:51,SA-59/TEMPERATURE,30.79
