時間,設備,值
2024-10-30 21:30:53,SA-59/TEMPERATURE,30.32
2024-10-30 21:31:09,SA-59/TEMPERATURE,30.79
2024-10-30 21:31:11,SA-59/TEMPERATURE,30.32
2024-10-30 21:31:15,SA-59/TEMPERATURE,30.79
2024-10-30 21:31:17,SA-59/TEMPERATURE,30.32
2024-10-30 21:31:19,SA-59/TEMPERATURE,30.79
2024-10-30 21:31:35,SA-59/TEMPERATURE,30.32
2024-10-30 21:31:39,SA-59/TEMPERATURE,30.79
2024-10-30 21:31:49,SA-59/TEMPERATURE,30.32
2024-10-30 21:31:53,SA-59/TEMPERATURE,30.79
2024-10-30 21:31:59,SA-59/TEMPERATURE,30.32
2024-10-30 21:32:03,SA-59/TEMPERATURE,30.79
2024-10-30 21:32:07,SA-59/TEMPERATURE,30.32
2024-10-30 21:32:11,SA-59/TEMPERATURE,30.79
2024-10-30 21:32:15,SA-59/TEMPERATURE,30.32
2024-10-30 21:32:17,SA-59/TEMPERATURE,30.79
2024-10-30 21:32:29,SA-59/TEMPERATURE,30.32
2024-10-30 21:32:31,SA-59/TEMPERATURE,30.79
